Animal ID,Found Location,Intake Type,Intake Condition,Animal Type_Intake,Sex upon Intake,Breed_Intake,Color_Intake,Sex upon Outcome,binary_outcome,Age Outcome,Age Intake
A623403,Austin (TX),Owner Surrender,Normal,Cat,Neutered Male,Domestic Shorthair Mix,Orange Tabby,Neutered Male,positive,5419,5400
A773146,Glowing Star And Decker in Austin (TX),Stray,Normal,Dog,Intact Male,Labrador Retriever Mix,Chocolate,Intact Male,positive,366,365
A735128,600 Barwood Park in Austin (TX),Stray,Normal,Dog,Intact Male,Pit Bull Mix,White/Brown,Neutered Male,positive,550,542
A682811,1807 Braker Ln in Austin (TX),Stray,Normal,Cat,Intact Female,Domestic Shorthair Mix,Blue,Intact Female,positive,62,61
A728210,Austin (TX),Owner Surrender,Normal,Dog,Intact Female,Beagle Mix,Tan/White,Intact Female,positive,275,274
A807137,280 Dry Creek Drive in Travis (TX),Stray,Normal,Dog,Intact Male,Chihuahua Shorthair Mix,Red/Black,Neutered Male,positive,57,4
A716952,Austin (TX),Owner Surrender,Normal,Cat,Intact Male,Domestic Shorthair Mix,Black,Neutered Male,positive,103,92
A797614,13409 Snowfall in Austin (TX),Stray,Normal,Dog,Intact Male,Great Dane Mix,Tan/White,Intact Male,positive,129,120
A806247,2613 South 1St Street in Austin (TX),Stray,Normal,Cat,Intact Male,Domestic Shorthair,Black/White,Neutered Male,positive,146,107
A712243,Otto Valley Trail And Velarde in Austin (TX),Stray,Normal,Dog,Neutered Male,Shih Tzu Mix,Black/White,Neutered Male,positive,2556,2554
A696743,2508 East Riverside Drive in Austin (TX),Stray,Normal,Dog,Intact Female,Yorkshire Terrier/Chihuahua Shorthair,White,Spayed Female,positive,734,730
A732045,11209 Iron Oak Trl in Austin (TX),Stray,Normal,Cat,Intact Male,Domestic Shorthair Mix,Black,Intact Male,negative,32,24
A709304,Silverstone Dr And Pointsetta Ln in Austin (TX),Stray,Normal,Cat,Intact Male,Domestic Medium Hair Mix,Brown Tabby/White,Neutered Male,positive,82,71
A745722,801 Guadalupe in Austin (TX),Wildlife,Normal,Other,Unknown,Bat Mix,Brown,Unknown,negative,731,731
A777868,Fm 969 And Fm 973 in Austin (TX),Stray,Normal,Dog,Neutered Male,Pit Bull Mix,Fawn/White,Neutered Male,positive,1096,1096
A723741,Austin (TX),Stray,Normal,Cat,Intact Female,Domestic Shorthair Mix,Black Tabby,Spayed Female,positive,96,1
A779443,1900 Simond Ave in Austin (TX),Wildlife,Injured,Other,Unknown,Bat,Brown,Unknown,negative,731,730
A710192,1841 Wooten Park Dr in Austin (TX),Stray,Normal,Cat,Intact Female,Domestic Longhair Mix,Calico,Intact Female,positive,366,365
A755488,5752 Airport Blvd in Austin (TX),Stray,Normal,Cat,Unknown,Domestic Shorthair Mix,Black/White,Unknown,positive,61,60
A755330,9200 North Plaza in Austin (TX),Stray,Normal,Dog,Intact Female,Chihuahua Shorthair Mix,Tan,Spayed Female,positive,368,364
A700798,25909 Hamilton Pool Road in Travis (TX),Stray,Normal,Cat,Neutered Male,Domestic Medium Hair Mix,Black,Neutered Male,positive,254,243
A703674,Austin (TX),Owner Surrender,Normal,Cat,Intact Female,Domestic Medium Hair Mix,Blue,Spayed Female,positive,796,730
A701736,Texas Sun Drive in Austin (TX),Stray,Normal,Cat,Unknown,Domestic Shorthair Mix,Black,Unknown,positive,22,22
A741811,Hwy 183 & Planeview in Austin (TX),Stray,Normal,Dog,Neutered Male,Beagle Mix,Brown/White,Neutered Male,positive,1466,1461
A751882,9309 Carson Creek in Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,Australian Shepherd Mix,Tan/White,Neutered Male,positive,561,547
A709014,00000 Briarcliff in Travis (TX),Stray,Sick,Dog,Intact Female,Treeing Cur Mix,Black,Intact Female,positive,96,92
A749654,8620 Showers in Travis (TX),Stray,Injured,Dog,Intact Male,Rottweiler Mix,Black/Tan,Intact Male,negative,365,365
A784136,Austin (TX),Owner Surrender,Normal,Cat,Neutered Male,Domestic Shorthair Mix,Orange Tabby/White,Neutered Male,positive,896,883
A791799,Live Oak And Meadowbrook in Austin (TX),Stray,Normal,Dog,Neutered Male,Dachshund Mix,Chocolate,Neutered Male,positive,370,365
A734145,Austin (TX),Owner Surrender,Normal,Dog,Intact Female,Beagle/Pug,Brown/Black,Spayed Female,positive,341,336
A796642,1325 Fm 973 in Austin (TX),Stray,Normal,Dog,Spayed Female,German Shepherd,Sable,Spayed Female,positive,742,730
A666784,11503 March Dr in Austin (TX),Stray,Normal,Cat,Intact Female,Domestic Shorthair Mix,White/Cream,Spayed Female,positive,81,38
A721021,10515 N. Mopac Hwy in Austin (TX),Stray,Normal,Cat,Intact Female,Domestic Shorthair Mix,Torbie,Spayed Female,positive,202,184
A809201,Jamestown Drive And Thurmond Street in Austin (TX),Stray,Normal,Dog,Neutered Male,Pit Bull,White/Chocolate,Neutered Male,positive,366,365
A689053,Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,Labrador Retriever/Plott Hound,White/Brown,Spayed Female,positive,560,549
A807893,Killingsworth Lane And Wells Branch Parkway in Travis (TX),Stray,Nursing,Dog,Intact Female,German Shepherd/Labrador Retriever,Black/Tan,Spayed Female,positive,67,30
A741175,1305 Citation in Austin (TX),Stray,Normal,Cat,Intact Male,Domestic Medium Hair,Blue,Neutered Male,positive,158,153
A753044,Ih 35 And Wells Branch in Austin (TX),Stray,Normal,Cat,Intact Female,Domestic Shorthair Mix,Brown Tabby/White,Spayed Female,positive,70,39
A696431,Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,Pit Bull Mix,White/Blue,Spayed Female,positive,1199,1196
A731437,Decker Ln & Sh 130 in Austin (TX),Stray,Normal,Dog,Neutered Male,Pit Bull Mix,Brown Brindle/White,Neutered Male,positive,735,731
A310394,Austin (TX),Public Assist,Normal,Dog,Spayed Female,Chow Chow/Cardigan Welsh Corgi,Red/White,Spayed Female,positive,4354,4349
A808791,Travis (TX),Owner Surrender,Normal,Dog,Intact Female,Hovawart Mix,Black/Tan,Spayed Female,positive,766,730
A751960,W Louis Henna Blvd & Farmers Cir in Travis (TX),Stray,Normal,Cat,Spayed Female,Domestic Longhair Mix,Brown Tabby/White,Spayed Female,positive,733,731
A808362,6705 Crystalbrook Drive in Austin (TX),Stray,Normal,Dog,Intact Female,Pug Mix,Fawn/Black,Spayed Female,positive,138,134
A793074,Montopolis in Austin (TX),Stray,Normal,Dog,Intact Male,Pointer Mix,Black,Neutered Male,positive,286,274
A774903,11904 Blake Manor Road in Travis (TX),Stray,Sick,Cat,Intact Female,Domestic Shorthair Mix,Black/White,Intact Female,positive,35,31
A782312,7201 Levander in Austin (TX),Stray,Normal,Cat,Intact Female,Domestic Longhair Mix,Torbie,Spayed Female,positive,77,44
A696955,Amur Dr & Lightfoot Trail in Austin (TX),Stray,Normal,Dog,Intact Female,Beagle Mix,White/Brown,Intact Female,positive,365,365
A744965,7600 Pitter Pat Lane in Travis (TX),Stray,Normal,Dog,Intact Male,Chihuahua Longhair Mix,White/Black,Intact Male,positive,4388,4384
A751848,9220 Spicebrush Dr in Austin (TX),Wildlife,Normal,Other,Unknown,Bat Mix,Brown,Unknown,negative,62,61
A762426,Montopolis Drive And Burleson Road in Austin (TX),Stray,Normal,Dog,Intact Male,Labrador Retriever Mix,White/Black,Neutered Male,positive,251,245
A725350,12440 La Guardia Ln in Del Valle (TX),Stray,Normal,Cat,Intact Female,Domestic Longhair Mix,Black/White,Spayed Female,positive,736,731
A709512,3111 Parker Ln in Austin (TX),Stray,Normal,Cat,Intact Male,Domestic Shorthair Mix,Brown Tabby,Intact Male,positive,23,22
A793904,290 W And Circle Dr in Austin (TX),Stray,Normal,Dog,Neutered Male,Labrador Retriever Mix,Black,Neutered Male,positive,3287,3287
A755386,6409 Porter in Austin (TX),Stray,Normal,Dog,Intact Female,Chihuahua Shorthair Mix,Tan,Spayed Female,positive,741,731
A715656,9815 Copper Creek Dr in Austin (TX),Stray,Normal,Other,Intact Male,Rabbit Sh Mix,White/Black,Intact Male,positive,184,184
A713446,8900 Ih 35 #1127 in Austin (TX),Stray,Sick,Cat,Spayed Female,Domestic Shorthair Mix,Black,Spayed Female,positive,376,365
A692323,4411 Meinardus Dr in Austin (TX),Stray,Normal,Cat,Intact Male,Domestic Shorthair Mix,Black,Intact Male,positive,15,15
A772557,Austin (TX),Stray,Normal,Cat,Intact Male,Domestic Shorthair Mix,Brown Tabby,Intact Male,positive,15,15
A668265,10500 Avery Club Rd. #25 in Austin (TX),Wildlife,Sick,Other,Intact Male,Raccoon Mix,Black/Gray,Intact Male,negative,1096,1096
A703065,1405 E M Franklin Ave in Austin (TX),Stray,Normal,Cat,Intact Female,Domestic Shorthair Mix,Tortie/White,Spayed Female,positive,109,22
A749928,Shoal Creek And West Anderson Lane in Austin (TX),Stray,Normal,Dog,Spayed Female,German Shepherd Mix,Sable/White,Spayed Female,positive,2636,2557
A685186,Hwy 290 And Johnny Morris Rd in Austin (TX),Stray,Normal,Dog,Intact Male,American Pit Bull Terrier Mix,Brown/White,Neutered Male,positive,397,365
A794146,Hiway 290 And Interstate 35 in Austin (TX),Stray,Normal,Dog,Intact Male,Pit Bull Mix,Black/White,Intact Male,positive,103,101
A716260,13817 Klaus Ln in Travis (TX),Stray,Normal,Dog,Intact Male,Dachshund Mix,Tan/White,Neutered Male,positive,158,153
A775327,4700 E Riverside in Austin (TX),Wildlife,Sick,Other,Unknown,Raccoon Mix,Gray/Black,Unknown,negative,151,151
A689691,800 Gardner in Austin (TX),Stray,Injured,Dog,Spayed Female,Pit Bull Mix,Blue/White,Spayed Female,positive,964,730
A760768,1421 Windcrest Dr in Travis (TX),Wildlife,Normal,Other,Unknown,Bat,Brown,Unknown,negative,366,365
A666212,5310 Medford Dr in Austin (TX),Stray,Normal,Cat,Intact Male,Domestic Shorthair Mix,Black,Neutered Male,positive,118,61
A717498,Austin (TX),Public Assist,Nursing,Dog,Intact Male,Labrador Retriever Mix,Black,Intact Male,positive,3,3
A682976,1606 E 3Rd in Austin (TX),Stray,Normal,Dog,Intact Male,Chihuahua Shorthair Mix,Tricolor,Intact Male,positive,374,365
A766008,12904 Manor Gregg Road in Manor (TX),Stray,Normal,Dog,Intact Male,Border Collie/Great Pyrenees,White/Black,Neutered Male,positive,160,153
A782900,4632 South Lamar in Austin (TX),Stray,Normal,Cat,Intact Male,Snowshoe Mix,Lilac Point,Neutered Male,positive,1853,1826
A679945,Northcross & W Anderson in Austin (TX),Stray,Normal,Dog,Spayed Female,Pit Bull/Pointer,Brown Brindle/White,Spayed Female,positive,3287,3287
A810017,4707 Old Castle Road in Austin (TX),Stray,Normal,Cat,Intact Male,Domestic Shorthair,White/Black,Neutered Male,positive,92,83
A674520,8402 Bluff Springs Rd in Austin (TX),Stray,Normal,Cat,Intact Male,Domestic Shorthair Mix,Brown Tabby,Intact Male,positive,15,15
A808668,11718 Big Trail in Austin (TX),Stray,Normal,Dog,Intact Male,Miniature Schnauzer Mix,Black/Gray,Neutered Male,positive,744,730
A672008,907 W Slaughter Ln in Austin (TX),Stray,Normal,Dog,Intact Male,Labrador Retriever Mix,Black/White,Neutered Male,positive,367,365
A714242,2600 Gracy Farms Ln in Austin (TX),Stray,Normal,Cat,Intact Female,Domestic Shorthair Mix,Tortie,Intact Female,positive,93,92
A670582,Kramer And N Lamar in Austin (TX),Stray,Normal,Cat,Neutered Male,Snowshoe Mix,Seal Point,Neutered Male,positive,1835,1826
A812886,707 Bedford Street in Austin (TX),Stray,Normal,Cat,Intact Female,Domestic Shorthair,Brown Tabby/White,Intact Female,positive,367,365
A756605,555 North Ih 35 in Williamson (TX),Stray,Normal,Dog,Neutered Male,Boston Terrier,Black/White,Neutered Male,positive,2561,2557
A686110,San Jose in Del Valle (TX),Stray,Nursing,Dog,Intact Female,Australian Kelpie Mix,Black/Brown,Intact Female,positive,26,22
A683576,8078 Thaxton Rd in Austin (TX),Stray,Normal,Dog,Intact Female,Chihuahua Shorthair/Cairn Terrier,White,Intact Female,positive,1101,1096
A766760,7902 Tisdale in Austin (TX),Stray,Normal,Cat,Intact Male,Domestic Shorthair Mix,Black/White,Intact Male,positive,735,731
A694911,515 E 39Th in Austin (TX),Stray,Sick,Cat,Spayed Female,Domestic Shorthair Mix,Black,Spayed Female,negative,730,730
A773575,4509 Credo Lane in Austin (TX),Stray,Normal,Cat,Neutered Male,Domestic Shorthair Mix,Blue/White,Neutered Male,positive,1292,1275
A706517,901 W. Ben White in Austin (TX),Public Assist,Normal,Dog,Intact Male,Jack Russell Terrier Mix,White/Blue Merle,Neutered Male,positive,1097,1094
A783169,5417 Salem Walk Drive in Austin (TX),Stray,Normal,Cat,Neutered Male,Domestic Shorthair Mix,Black,Neutered Male,positive,2923,2918
A676318,Travis (TX),Stray,Normal,Dog,Intact Male,German Shepherd/Australian Cattle Dog,Tricolor,Neutered Male,positive,64,18
A792150,1501 Canon Yeomans Trail in Austin (TX),Stray,Normal,Cat,Intact Male,Domestic Shorthair Mix,Orange Tabby/White,Intact Male,positive,370,365
A724285,Loyola Ln And Johnny Morris Rd in Austin (TX),Stray,Normal,Dog,Intact Male,Australian Cattle Dog Mix,Tricolor,Neutered Male,positive,83,75
A722325,1144 Airport Blvd in Austin (TX),Stray,Sick,Dog,Spayed Female,Labrador Retriever Mix,Black,Spayed Female,positive,290,278
A695980,Tranquilo Trl And Bluff Springs in Austin (TX),Stray,Normal,Dog,Intact Male,Beagle/Cardigan Welsh Corgi,Yellow,Neutered Male,positive,369,365
A683797,3603 Southridge Dr in Austin (TX),Stray,Nursing,Cat,Intact Male,Domestic Shorthair Mix,Brown Tabby,Intact Male,positive,22,22
A724776,8705 Stillwood Ln in Austin (TX),Stray,Normal,Cat,Intact Male,Domestic Shorthair Mix,Black Tabby,Neutered Male,positive,372,366
A799698,4800 South Fm 973 in Austin (TX),Stray,Normal,Dog,Intact Male,Great Pyrenees/Labrador Retriever,White,Intact Male,positive,1830,1826
A731258,Austin (TX),Owner Surrender,Normal,Cat,Neutered Male,Domestic Shorthair Mix,Blue,Neutered Male,positive,4020,4018
A732094,2101 Wickersham Ln in Austin (TX),Stray,Normal,Cat,Intact Female,Domestic Shorthair Mix,Tortie,Spayed Female,positive,113,31
A810620,2803 Loyola Lane in Austin (TX),Stray,Normal,Dog,Intact Male,Australian Cattle Dog,Tricolor,Neutered Male,positive,95,91
A766696,11500 Prince Phillip Way in Manor (TX),Stray,Normal,Dog,Spayed Female,German Shepherd Mix,White,Spayed Female,positive,1488,1487
A697672,Quail And Bird Creek in Austin (TX),Stray,Normal,Dog,Intact Female,Maltese/Miniature Poodle,White,Spayed Female,positive,1100,1096
A737779,12407 N Mopac Blvd in Austin (TX),Stray,Normal,Dog,Intact Female,Pit Bull Mix,Brown/White,Intact Female,positive,2563,2557
A716830,4602 Pleasant Valley in Austin (TX),Stray,Normal,Dog,Intact Male,Pit Bull Mix,Blue/White,Intact Male,positive,305,301
A719894,4600 Mueller Blvd in Austin (TX),Wildlife,Normal,Other,Unknown,Bat Mix,Brown,Unknown,negative,367,365
A805970,Austin (TX),Owner Surrender,Normal,Cat,Intact Male,Domestic Shorthair,Brown Tabby/White,Neutered Male,positive,104,80
A664344,2101 Elmont in Austin (TX),Stray,Nursing,Cat,Intact Male,Domestic Shorthair Mix,White/Blue,Intact Male,positive,15,15
A718854,9200 N Plaza in Austin (TX),Stray,Normal,Cat,Intact Female,Domestic Shorthair Mix,Brown Tabby,Spayed Female,positive,257,245
A719411,Ruby Ray St And Mckinney Falls Pkwy in Austin (TX),Owner Surrender,Normal,Dog,Intact Female,Chihuahua Shorthair,White/Blue,Intact Female,positive,736,730
A709221,1819 Quanah Parker in Austin (TX),Stray,Normal,Cat,Intact Female,Domestic Longhair Mix,Black,Intact Female,negative,64,46
A796306,1819 Rutland Drive in Austin (TX),Stray,Normal,Cat,Intact Male,Domestic Shorthair Mix,Black/White,Intact Male,positive,24,22
A779129,Austin (TX),Owner Surrender,Normal,Cat,Intact Female,Domestic Shorthair Mix,Brown Tabby,Spayed Female,positive,89,55
A765343,Atlanta Street And Veterans Drive in Austin (TX),Stray,Normal,Dog,Spayed Female,Neapolitan Mastiff Mix,Gray,Spayed Female,positive,1834,1826
A765095,14013 Golden Flax in Travis (TX),Stray,Normal,Dog,Intact Male,Dachshund Mix,White/Brown,Intact Male,positive,3290,3287
A806816,8003 Persimmon Trail in Austin (TX),Stray,Normal,Cat,Intact Female,Domestic Shorthair,Torbie,Intact Female,positive,96,92
A751281,15208 Chamberlain Ct in Austin (TX),Stray,Nursing,Dog,Intact Male,Pit Bull Mix,Brown Brindle,Intact Male,positive,12,1
A733090,12411 Lowden Ln in Travis (TX),Stray,Normal,Cat,Unknown,Domestic Shorthair Mix,Blue Tabby/White,Unknown,positive,15,15
A739233,9926 Vikki Terrace in Travis (TX),Public Assist,Normal,Dog,Intact Male,Labrador Retriever Mix,Tan/Brown,Neutered Male,positive,134,123
A697779,Austin (TX),Owner Surrender,Normal,Dog,Intact Female,Toy Poodle,Apricot,Intact Female,positive,3022,3020
A694381,Austin (TX),Owner Surrender,Normal,Cat,Intact Male,Domestic Shorthair Mix,Black,Neutered Male,positive,94,91
A785882,Riverside in Austin (TX),Stray,Normal,Dog,Intact Female,Cairn Terrier Mix,Black/Tan,Spayed Female,positive,247,244
A710963,1406 W Braker Ln in Austin (TX),Stray,Injured,Dog,Intact Female,Chihuahua Shorthair Mix,Tan/White,Intact Female,negative,370,366
A797438,403 West Applegate in Austin (TX),Stray,Normal,Cat,Intact Male,Domestic Shorthair,Black/White,Intact Male,positive,3,3
A705172,12215 Hunters Chase Dr in Austin (TX),Stray,Normal,Cat,Intact Male,Domestic Shorthair Mix,Orange Tabby,Intact Male,positive,31,31
A747712,Austin (TX),Stray,Normal,Cat,Intact Female,Domestic Shorthair Mix,Black,Intact Female,positive,33,31
A747421,Caswell Ave & Park Blvd in Austin (TX),Stray,Injured,Cat,Spayed Female,Domestic Shorthair Mix,Tortie,Spayed Female,positive,3674,3647
A693697,10528 Channel Island in Austin (TX),Stray,Normal,Cat,Intact Male,Domestic Shorthair Mix,Blue,Intact Male,positive,731,730
A752282,17212 Hamilton Point in Manor (TX),Stray,Normal,Cat,Intact Male,Siamese Mix,Lynx Point,Neutered Male,positive,57,46
A738263,Austin (TX),Public Assist,Normal,Dog,Intact Male,Pit Bull Mix,Blue Merle/White,Neutered Male,positive,1471,1461
A789411,Austin (TX),Owner Surrender,Normal,Dog,Intact Female,Pit Bull Mix,Brown/White,Spayed Female,positive,416,409
A688863,Prado St & Ramos St in Austin (TX),Stray,Normal,Dog,Intact Male,Pit Bull Mix,Black/White,Neutered Male,positive,551,365
A722419,2124 E St Elmo Rd in Austin (TX),Stray,Normal,Dog,Spayed Female,Maltese Mix,White/Cream,Spayed Female,positive,2558,2554
A757344,Outside Jurisdiction,Public Assist,Normal,Cat,Intact Male,Domestic Shorthair Mix,Brown Tabby,Neutered Male,positive,409,365
A699303,2113 W Wels Branch Pkwy #6000 in Austin (TX),Wildlife,Normal,Other,Unknown,Bat Mix,Brown,Unknown,negative,365,365
A667330,Austin (TX),Owner Surrender,Normal,Cat,Intact Male,Domestic Shorthair Mix,Orange Tabby,Neutered Male,positive,153,138
A753647,10606 Jean Dr in Austin (TX),Stray,Normal,Cat,Intact Female,Domestic Medium Hair Mix,Blue/White,Spayed Female,positive,69,35
A558444,Rutland And Metric in Austin (TX),Stray,Normal,Dog,Spayed Female,Pit Bull,Blue/White,Spayed Female,positive,3220,3217
A735103,2237 East Riverside Dr in Austin (TX),Stray,Normal,Cat,Neutered Male,Domestic Shorthair Mix,Orange Tabby,Neutered Male,positive,207,92
A753930,Marejada Drive in Austin (TX),Stray,Normal,Dog,Intact Male,Chihuahua Shorthair Mix,Red,Neutered Male,positive,1465,1461
A765659,8863 Anderson Mill Road in Austin (TX),Stray,Normal,Dog,Neutered Male,Labrador Retriever Mix,Brown/White,Neutered Male,positive,1482,1482
A773784,Running Deer in Travis (TX),Stray,Normal,Dog,Intact Male,Black/Tan Hound/German Shepherd,Black/Tan,Intact Male,positive,3492,3287
A742975,Metro Center Dr And Metlink Rd in Austin (TX),Stray,Normal,Dog,Intact Male,Pit Bull/Chinese Sharpei,Tricolor,Neutered Male,positive,744,731
A793331,Austin (TX),Owner Surrender,Normal,Dog,Intact Female,Anatol Shepherd Mix,Tricolor,Spayed Female,positive,124,121
A771168,Northcross And Rundberg in Austin (TX),Stray,Normal,Cat,Intact Male,Domestic Shorthair Mix,Blue Tabby,Neutered Male,positive,83,30
A736040,701 Wales Way in Austin (TX),Stray,Normal,Cat,Unknown,Domestic Shorthair Mix,Gray,Unknown,positive,62,61
A693413,6219 Thurgood Ave in Austin (TX),Stray,Normal,Cat,Spayed Female,Domestic Shorthair Mix,Brown Tabby,Spayed Female,positive,1827,1826
A702061,1400 S Congress Ave in Austin (TX),Wildlife,Normal,Other,Unknown,Bat,Brown,Unknown,negative,365,365
A721872,Leander (TX),Owner Surrender,Normal,Dog,Intact Male,Australian Cattle Dog Mix,Brown/White,Neutered Male,positive,62,60
A687801,Outside Jurisdiction,Stray,Normal,Cat,Intact Male,Domestic Shorthair Mix,Blue/White,Intact Male,positive,22,22
A674004,919 West 28Th And 1/2 in Austin (TX),Stray,Normal,Bird,Unknown,Duck Mix,Yellow,Unknown,positive,23,22
A802088,401 Little Texas Lane in Austin (TX),Stray,Normal,Cat,Unknown,Domestic Shorthair,Brown Tabby,Unknown,positive,22,22
A796320,1302 Clearfield Drive in Austin (TX),Stray,Normal,Cat,Intact Female,Domestic Shorthair,Black/White,Spayed Female,positive,139,61
A744252,8926 N Lamar Blvd in Austin (TX),Stray,Injured,Cat,Intact Male,Domestic Shorthair Mix,Blue Tabby/White,Neutered Male,positive,745,731
A665325,Teri Rd/S Pleasant Valley Dr in Austin (TX),Stray,Sick,Dog,Intact Female,Pit Bull Mix,Black/White,Intact Female,positive,92,92
A793323,2824 Rio Grande Street in Austin (TX),Stray,Normal,Bird,Unknown,Parakeet Mix,Blue/White,Unknown,positive,369,365
A674966,6001 Parmer Ln Unit 140 in Austin (TX),Wildlife,Normal,Other,Unknown,Bat,Brown,Unknown,negative,365,365
A665441,134 Edgerock Dr in Austin (TX),Stray,Normal,Dog,Intact Female,Rat Terrier Mix,Black/White,Spayed Female,positive,376,365
A767537,Rundberg And Ken in Austin (TX),Stray,Normal,Dog,Intact Male,Pit Bull Mix,Tan/White,Intact Male,positive,90,90
A715112,Austin (TX),Stray,Sick,Dog,Intact Male,Chihuahua Shorthair Mix,Chocolate/Tricolor,Intact Male,positive,76,76
A725881,3012 Guerrero Dr in Del Valle (TX),Stray,Normal,Cat,Unknown,Domestic Shorthair Mix,Brown Tabby/Black,Unknown,positive,15,15
A687030,11301 Farrah Lane in Austin (TX),Stray,Normal,Cat,Intact Female,Domestic Shorthair Mix,Blue Tabby,Intact Female,positive,22,22
A702695,Creighton Ln in Austin (TX),Stray,Normal,Dog,Spayed Female,German Shepherd Mix,Red/Black,Spayed Female,positive,787,767
A734724,1156 W Cesar Chavez in Austin (TX),Stray,Sick,Cat,Intact Female,Domestic Shorthair Mix,Brown Tabby,Intact Female,positive,1827,1827
A719457,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,Pit Bull Mix,White/Black,Neutered Male,positive,621,518
A779674,107 E Brenham St in Manor (TX),Public Assist,Normal,Bird,Intact Male,Chicken,Red/Black,Intact Male,positive,391,365
A673992,5101 E 51St St in Austin (TX),Stray,Normal,Dog,Intact Male,German Shepherd,Tan/Black,Neutered Male,positive,733,730
A752924,900 Broken Feather in Pflugerville (TX),Stray,Normal,Cat,Intact Male,Domestic Shorthair Mix,Black,Intact Male,positive,58,24
A743792,1203 Larkwood Dr in Austin (TX),Stray,Normal,Dog,Neutered Male,Cavalier Span,Tricolor,Neutered Male,positive,2557,2556
A710078,701 Woodward St 1026 in Austin (TX),Stray,Normal,Cat,Intact Female,Domestic Shorthair Mix,Black/White,Intact Female,positive,123,122
A804054,1007 Glazier Circle in Austin (TX),Stray,Normal,Cat,Intact Male,Domestic Medium Hair,Orange Tabby/White,Neutered Male,positive,112,107
A759974,1308 Thornberry Rd in Del Valle (TX),Stray,Normal,Dog,Intact Female,Cairn Terrier,Tan,Spayed Female,positive,824,731
A721647,906 W Milton St in Austin (TX),Stray,Normal,Cat,Intact Male,Domestic Shorthair Mix,Orange Tabby,Intact Male,positive,157,152
A780604,West 6Th Street And Lavaca  Street in Austin (TX),Stray,Normal,Dog,Intact Female,Beagle/Labrador Retriever,Tan/White,Intact Female,positive,408,365
A755385,William Cannon Dr & Mckinney Falls Pkwy in Austin (TX),Stray,Normal,Dog,Intact Male,Labrador Retriever/Australian Cattle Dog,Brown/White,Neutered Male,positive,88,76
A720150,Terry-O Ln And Industrial Blvd in Austin (TX),Stray,Normal,Dog,Intact Male,Labrador Retriever Mix,Black,Neutered Male,positive,377,365
A756455,1200 Montopolis Drive in Austin (TX),Stray,Normal,Dog,Intact Female,Pit Bull Mix,White/Tan,Spayed Female,positive,374,365
A780728,902 B Sirocco Drive in Austin (TX),Stray,Normal,Cat,Intact Female,Domestic Shorthair Mix,Blue/White,Intact Female,positive,373,365
A732808,6201 Sneed Cv in Austin (TX),Stray,Normal,Cat,Unknown,Domestic Shorthair Mix,White,Unknown,positive,11,11
A749245,1016 S Meadows Dr in Austin (TX),Stray,Normal,Cat,Unknown,Domestic Shorthair Mix,Black,Unknown,positive,5,5
A691671,2613 S 1St St in Austin (TX),Stray,Normal,Cat,Unknown,Domestic Shorthair Mix,Brown Tabby,Unknown,positive,734,730
A747084,4708 Whirlaway in Travis (TX),Owner Surrender,Injured,Dog,Intact Male,Pit Bull Mix,Black/White,Neutered Male,positive,2314,2240
A743672,Austin (TX),Owner Surrender,Normal,Cat,Spayed Female,Domestic Shorthair Mix,Blue,Spayed Female,positive,1691,1682
A804705,6413 Garden View Drive in Austin (TX),Stray,Normal,Cat,Intact Female,Domestic Shorthair,Calico,Intact Female,positive,189,184
A692480,13809 N Hwy 183 in Austin (TX),Wildlife,Normal,Other,Unknown,Bat Mix,Brown,Unknown,negative,730,730
A710187,7304 Bar K Ranch Rd in Lago Vista (TX),Stray,Normal,Dog,Intact Female,Staffordshire Mix,Brown Brindle/White,Spayed Female,positive,388,365
A798868,7204 Levander Loop in Austin (TX),Stray,Normal,Dog,Intact Male,Toy Poodle Mix,White,Neutered Male,positive,735,730
A710321,3600 Presidential Blvd in Austin (TX),Stray,Normal,Cat,Intact Female,Domestic Shorthair Mix,Orange Tabby/White,Spayed Female,positive,90,31
A770102,Anderson Mill Road And West Parmer Lane in Austin (TX),Stray,Normal,Dog,Neutered Male,Labrador Retriever Mix,Cream/White,Neutered Male,positive,1829,1818
A694174,1411 Gracy Farms Lane in Austin (TX),Stray,Injured,Cat,Neutered Male,Domestic Shorthair Mix,Orange Tabby/White,Neutered Male,positive,3686,3652
A696517,616 Kemp St in Austin (TX),Stray,Normal,Cat,Intact Male,Siamese Mix,Lynx Point,Intact Male,negative,730,730
A749768,6403 Tiner in Austin (TX),Stray,Normal,Cat,Intact Male,Siamese Mix,Orange Tabby,Intact Male,positive,22,22
A780723,902 B Sirocco Drive in Austin (TX),Stray,Normal,Cat,Intact Female,Domestic Shorthair Mix,Blue,Intact Female,positive,70,62
A766664,7601 Dixie in Austin (TX),Stray,Normal,Dog,Intact Female,Anatol Shepherd,Cream/Black,Spayed Female,positive,312,306
A679046,9301 Johnny Morris in Austin (TX),Stray,Normal,Cat,Intact Female,Domestic Shorthair Mix,Tortie,Intact Female,positive,4,4
